number,name,year,theme,themeGroup,subtheme,pieces,minifigs,rating,agerange_min,US_retailPrice
8486,Mack's Team Truck,2011,Cars,Licensed,Original Film,374,1,4.0,7,39.99
8487,Flo's V8 Cafe,2011,Cars,Licensed,Original Film,517,6,3.9,7,59.99
8638,Spy Jet Escape,2011,Cars,Licensed,Cars 2,339,6,4.1,7,49.99
8639,Big Bentley Bust Out,2011,Cars,Licensed,Cars 2,743,7,3.7,7,69.99
8677,Ultimate Build Mater,2011,Cars,Licensed,Cars 2,288,,3.9,7,29.99
8678,Ultimate Build Francesco,2011,Cars,Licensed,Cars 2,196,1,3.3,7,29.99
8679,Tokyo International Circuit,2011,Cars,Licensed,Cars 2,842,8,3.7,7,89.99
8803,LEGO Minifigures - Series 3 {Random bag} ,2011,Collectable Minifigures,Miscellaneous,Series 3,,,0.0,5,2.99
8803,Fisherman,2011,Collectable Minifigures,Miscellaneous,Series 3,9,1,3.8,5,2.99
8803,Pilot,2011,Collectable Minifigures,Miscellaneous,Series 3,7,1,3.4,5,2.99
8803,Tribal Chief,2011,Collectable Minifigures,Miscellaneous,Series 3,6,1,3.8,5,2.99
8803,Samurai Warrior,2011,Collectable Minifigures,Miscellaneous,Series 3,7,1,3.9,5,2.99
8803,Snowboarder,2011,Collectable Minifigures,Miscellaneous,Series 3,7,1,3.5,5,2.99
8803,Space Villain,2011,Collectable Minifigures,Miscellaneous,Series 3,9,1,3.7,5,2.99
8803,Sumo Wrestler,2011,Collectable Minifigures,Miscellaneous,Series 3,6,1,3.2,5,2.99
8803,Mummy,2011,Collectable Minifigures,Miscellaneous,Series 3,5,1,3.6,5,2.99
8803,Elf,2011,Collectable Minifigures,Miscellaneous,Series 3,8,1,4.3,5,2.99
8803,Tennis Player,2011,Collectable Minifigures,Miscellaneous,Series 3,6,1,3.4,5,2.99
8803,Race Car Driver,2011,Collectable Minifigures,Miscellaneous,Series 3,7,1,3.1,5,2.99
8803,Gorilla Suit Guy,2011,Collectable Minifigures,Miscellaneous,Series 3,6,1,4.0,5,2.99
8803,Space Alien,2011,Collectable Minifigures,Miscellaneous,Series 3,6,1,3.7,5,2.99
8803,Hula Dancer,2011,Collectable Minifigures,Miscellaneous,Series 3,8,1,3.6,5,2.99
8803,Rapper,2011,Collectable Minifigures,Miscellaneous,Series 3,7,1,3.8,5,2.99
8803,Baseball Player,2011,Collectable Minifigures,Miscellaneous,Series 3,6,1,3.5,5,2.99
8803,LEGO Minifigures - Series 3 - Complete,2011,Collectable Minifigures,Miscellaneous,Series 3,110,16,4.2,5,
8803,LEGO Minifigures - Series 3 - Sealed Box,2011,Collectable Minifigures,Miscellaneous,Series 3,,,0.0,5,
8804,LEGO Minifigures - Series 4 {Random bag} ,2011,Collectable Minifigures,Miscellaneous,Series 4,,,0.0,5,2.99
8804,Lawn Gnome,2011,Collectable Minifigures,Miscellaneous,Series 4,8,1,3.7,5,2.99
8804,Kimono Girl,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,4.0,5,2.99
8804,Musketeer,2011,Collectable Minifigures,Miscellaneous,Series 4,7,1,4.0,5,2.99
8804,Punk Rocker,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,3.9,5,2.99
8804,Surfer Girl,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,3.1,5,2.99
8804,Viking,2011,Collectable Minifigures,Miscellaneous,Series 4,10,1,3.9,5,2.99
8804,The Monster,2011,Collectable Minifigures,Miscellaneous,Series 4,4,1,3.8,5,2.99
8804,Hockey Player,2011,Collectable Minifigures,Miscellaneous,Series 4,9,1,4.0,5,2.99
8804,Street Skater,2011,Collectable Minifigures,Miscellaneous,Series 4,8,1,3.5,5,2.99
8804,Sailor,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,3.7,5,2.99
8804,Soccer Player,2011,Collectable Minifigures,Miscellaneous,Series 4,7,1,3.5,5,2.99
8804,Werewolf,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,3.5,5,2.99
8804,Hazmat Guy,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,4.3,5,2.99
8804,Artist,2011,Collectable Minifigures,Miscellaneous,Series 4,7,1,4.0,5,2.99
8804,Ice Skater,2011,Collectable Minifigures,Miscellaneous,Series 4,8,1,3.4,5,2.99
8804,Crazy Scientist,2011,Collectable Minifigures,Miscellaneous,Series 4,6,1,3.7,5,2.99
8804,LEGO Minifigures - Series 4 - Complete,2011,Collectable Minifigures,Miscellaneous,Series 4,110,16,4.3,5,
8804,LEGO Minifigures - Series 4 - Sealed Box,2011,Collectable Minifigures,Miscellaneous,Series 4,,,0.0,5,
8805,LEGO Minifigures - Series 5 {Random bag} ,2011,Collectable Minifigures,Miscellaneous,Series 5,,,0.0,5,2.99
8805,Graduate,2011,Collectable Minifigures,Miscellaneous,Series 5,7,1,3.7,5,2.99
8805,Gladiator,2011,Collectable Minifigures,Miscellaneous,Series 5,7,1,4.1,5,2.99
8805,Royal Guard,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.9,5,2.99
8805,Ice Fisherman,2011,Collectable Minifigures,Miscellaneous,Series 5,8,1,3.7,5,2.99
8805,Cave Woman,2011,Collectable Minifigures,Miscellaneous,Series 5,7,1,3.5,5,2.99
8805,Lizard Man,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,4.2,5,2.99
8805,Zookeeper,2011,Collectable Minifigures,Miscellaneous,Series 5,7,1,3.6,5,2.99
8805,Lumberjack,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.8,5,2.99
8805,Small Clown,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.6,5,2.99
8805,Fitness Instructor,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.1,5,2.99
8805,Detective,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.7,5,2.99
8805,Evil Dwarf,2011,Collectable Minifigures,Miscellaneous,Series 5,10,1,3.9,5,2.99
8805,Boxer,2011,Collectable Minifigures,Miscellaneous,Series 5,5,1,3.6,5,2.99
8805,Egyptian Queen,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.8,5,2.99
8805,Gangster,2011,Collectable Minifigures,Miscellaneous,Series 5,7,1,3.8,5,2.99
8805,Snowboarder Guy,2011,Collectable Minifigures,Miscellaneous,Series 5,6,1,3.3,5,2.99
8805,LEGO Minifigures - Series 5 - Complete,2011,Collectable Minifigures,Miscellaneous,Series 5,106,16,4.4,5,
8805,LEGO Minifigures - Series 5 - Sealed Box,2011,Collectable Minifigures,Miscellaneous,Series 5,,,0.0,5,
9337,Harbour Set,2011,Education,Educational,Town,906,9,0.0,,
9348,Community Minifigure Set,2011,Education,Educational,,256,22,4.0,,49.99
9349,Fairytale and Historic Minifigure Set,2011,Education,Educational,,227,22,0.0,,49.99
9387,Wheels Set,2011,Education,Educational,,286,,0.0,4,39.99
9585,WeDo Resource Set,2011,Education,Educational,,326,,0.0,7,
9594,Green City Challenge Set,2011,Education,Educational,Mindstorms,1365,1,0.0,,
9689,Simple Machines Set,2011,Education,Educational,Technic,204,,0.0,,
9697,Food Factor Challenge Kit,2011,Education,Educational,FIRST LEGO League Challenge,2119,,0.0,9,
10217,Diagon Alley,2011,Harry Potter,Licensed,General,2025,12,4.2,14,149.99
10218,Pet Shop,2011,Advanced models,Model making,Modular Buildings Collection,2032,4,4.2,16,149.99
10219,Maersk Train,2011,Advanced models,Model making,Trains,1234,3,4.5,14,119.99
10220,Volkswagen T1 Camper Van,2011,Advanced models,Model making,Vehicles,1334,,4.3,16,119.99
10221,Super Star Destroyer,2011,Star Wars,Licensed,Ultimate Collector Series,3152,5,4.4,16,399.99
10222,Winter Village Post Office,2011,Advanced models,Model making,Winter Village Collection,822,7,4.2,12,69.99
10231,Shuttle Expedition,2011,Advanced models,Model making,Space,1230,3,4.3,16,99.99
10285,Compass Sensor,2011,Mindstorms,Technical,NXT,1,,0.0,,54.99
10286,Colour Sensor ,2011,Mindstorms,Technical,NXT,1,,0.0,,54.99
11995,HERO Recon Team,2011,HERO Factory,Constraction,Miscellaneous,31,,0.0,7,
20019,Slave I,2011,Star Wars,Licensed,Episode V,76,,3.9,7,
20020,Mini Turbo Shredder,2011,Ninjago,Action/Adventure,Pilot Season,83,,0.0,7,
20021,Bounty Hunter Assault Gunship,2011,Star Wars,Licensed,The Clone Wars,81,,3.7,7,
20200,Space Designer,2011,Master Builder Academy,Miscellaneous,,178,1,3.6,8,29.99
20201,Micro-Scale,2011,Master Builder Academy,Miscellaneous,,222,,0.0,8,
20202,Robots,2011,Master Builder Academy,Miscellaneous,,155,,0.0,8,
20203,Airplanes ,2011,Master Builder Academy,Miscellaneous,,150,1,0.0,8,
21000,Willis Tower,2011,Architecture,Model making,Landmark Series,69,,3.4,10,19.99
21007,Rockefeller Centre,2011,Architecture,Model making,Architect Series,240,,3.6,10,39.99
21008,Burj Khalifa,2011,Architecture,Model making,Landmark Series,208,,3.2,12,24.99
21009,Farnsworth House,2011,Architecture,Model making,Architect Series,546,,4.2,12,59.99
21010,Robie House,2011,Architecture,Model making,Architect Series,2276,,4.4,16,199.99
21011,Brandenburg Gate,2011,Architecture,Model making,Landmark Series,363,,3.8,12,34.99
21100,Shinkai 6500 Submarine,2011,Ideas,Miscellaneous,Licensed,413,,0.0,12,
21200,Life of George,2011,Life of George,Miscellaneous,,146,,0.0,8,29.99
30014,Police Helicopter,2011,City,Modern day,Police,32,1,2.9,6,
30015,Jet Ski,2011,City,Modern day,Harbour,24,2,3.5,6,
30016,Satellite,2011,City,Modern day,Space,35,,0.0,6,
30022,Bee,2011,Creator,Model making,Miscellaneous,23,,0.0,5,
30023,Lighthouse,2011,Creator,Model making,Promotional,25,,3.3,5,
30024,Truck,2011,Creator,Model making,Promotional,56,,3.4,6,
30025,Clown Fish,2011,Creator,Model making,Promotional,59,,3.8,6,
30026,Panda,2011,Creator,Model making,Promotional,62,,0.0,6,
30027,Reindeer,2011,Creator,Model making,Promotional,66,,0.0,6,
30028,Holiday Wreath,2011,Creator,Model making,Seasonal,50,,3.4,6,
30029,Pudsey Bear,2011,Creator,Model making,Promotional,95,,0.0,6,
30036,Buggy Racer,2011,Racers,Racing,Tiny Turbos,26,,0.0,,
30052,AAT,2011,Star Wars,Licensed,Episode I,46,,3.3,6,
30053,Republic Attack Cruiser,2011,Star Wars,Licensed,The Clone Wars,41,,3.5,6,
30054,AT-ST,2011,Star Wars,Licensed,Episode VI,46,,3.7,6,
30055,Vulture Droid,2011,Star Wars,Licensed,Episode III,42,,3.4,6,
30080,Ninja Glider,2011,Ninjago,Action/Adventure,Pilot Season,26,1,3.5,6,
30081,Skeleton Chopper,2011,Ninjago,Action/Adventure,Pilot Season,41,1,3.1,6,
30082,Ninja Training,2011,Ninjago,Action/Adventure,Pilot Season,32,1,3.4,6,
30083,Dragon Fight,2011,Ninjago,Action/Adventure,Pilot Season,31,1,3.3,6,
30084,Jay,2011,Ninjago,Action/Adventure,Promotional,5,1,0.0,6,
30090,Desert Glider,2011,Pharaoh's Quest,Historical,Promotional,29,1,3.3,6,
30091,Desert Rover,2011,Pharaoh's Quest,Historical,Promotional,34,1,2.9,6,
30110,Trolley,2011,Harry Potter,Licensed,Mini Building Set,22,1,3.5,6,
30111,The Lab,2011,Harry Potter,Licensed,Mini Building Set,34,1,3.3,6,
30120,Guido,2011,Cars,Licensed,Promotional,34,1,0.0,6,
30121,Grem,2011,Cars,Licensed,Promotional,52,1,3.3,6,
30130,Mini Black Pearl,2011,Pirates of the Caribbean,Licensed,Promotional,47,,3.8,6,
30131,Jack Sparrow's Boat,2011,Pirates of the Caribbean,Licensed,Promotional,22,1,4.0,6,
30132,Captain Jack Sparrow,2011,Pirates of the Caribbean,Licensed,Promotional,4,1,4.0,6,
30133,Jack Sparrow,2011,Pirates of the Caribbean,Licensed,Promotional,4,1,0.0,6,
30140,ADU Walker,2011,Space,Action/Adventure,Alien Conquest,34,1,0.0,6,
30141,Jetpack,2011,Space,Action/Adventure,Alien Conquest,19,1,3.5,6,
40015,Heart Book,2011,Seasonal,Miscellaneous,Valentine's Day,51,,0.0,6,4.99
40016,Valentine Letter Set,2011,Seasonal,Miscellaneous,Valentine's Day,41,,0.0,6,4.99
40017,Easter Basket,2011,Seasonal,Miscellaneous,Easter,86,,0.0,6,4.99
40018,Easter Bunny,2011,Seasonal,Miscellaneous,Easter,95,,0.0,7,4.99
40019,Brickley the Sea Serpent,2011,Miscellaneous,Miscellaneous,,59,,3.8,6,
40020,Halloween Set,2011,Seasonal,Miscellaneous,Halloween,71,,0.0,6,4.99
40021,Spiders Set,2011,Seasonal,Miscellaneous,Halloween,54,,0.0,6,4.99
40022,Mini Santa Set,2011,Seasonal,Miscellaneous,Christmas,72,,0.0,6,4.99
40023,Holiday Stocking,2011,Seasonal,Miscellaneous,Christmas,76,,0.0,6,4.99
40024,Christmas Tree,2011,Seasonal,Miscellaneous,Christmas,77,,3.5,6,4.99
40027,Christmas Candle,2011,Seasonal,Miscellaneous,Christmas,,,0.0,,
40028,Mini Hogwarts Express,2011,Harry Potter,Licensed,Mini Building Set,64,,3.3,6,4.99
66375,City Super Pack 4 in 1,2011,City,Modern day,Product Collection,352,,0.0,5,
66377,Star Wars Super Pack 3 in 1,2011,Star Wars,Licensed,Product Collection,484,,0.0,8,
66378,Star Wars Super Pack 3 in 1,2011,Star Wars,Licensed,Product Collection,330,,0.0,7,
66379,Co-Pack DUPLO Bricks & More,2011,Duplo,Pre-school,Product Collection,145,,0.0,2,
66380,Co-Pack System Bricks & More,2011,Bricks and More,Basic,Product Collection,970,,0.0,4,
66383,Super Pack 3 in 1,2011,Ninjago,Action/Adventure,Product Collection,599,,0.0,7,
66386,Super Pack 3 in 1,2011,Cars,Licensed,Product Collection,823,,0.0,7,
66387,3-in-1 Super Pack,2011,Cars,Licensed,Product Collection,234,,0.0,5,
66388,City Super Pack 4 in 1,2011,City,Modern day,Product Collection,964,,0.0,6,
66389,City Police Super Pack 5 in 1,2011,City,Modern day,Product Collection,828,,0.0,5,
66393,Super Pack 3 in 1,2011,Duplo,Pre-school,Product Collection,82,,0.0,2,
66394,3-in-1 Super Pack,2011,Ninjago,Action/Adventure,Product Collection,830,,0.0,8,
66395,Star Wars Super Pack 3 in 1,2011,Star Wars,Licensed,Product Collection,367,,0.0,7,
66396,Star Wars Super Pack 3 in 1,2011,Star Wars,Licensed,Product Collection,644,,0.0,7,
66397,Technic Super Pack 4 in 1,2011,Technic,Technical,Product Collection,1272,,0.0,10,
66404,Super Pack 2-in-1,2011,HERO Factory,Constraction,Product Collection,61,,0.0,6,
66405,City Trains Super Pack 4-in-1,2011,City,Modern day,Product Collection,1232,,0.0,6,
66406,Value Pack,2011,HERO Factory,Constraction,Product Collection,60,,0.0,6,
66407,Value Pack,2011,HERO Factory,Constraction,Product Collection,61,,0.0,6,
66414,Super Pack 2-in-1,2011,HERO Factory,Constraction,Product Collection,61,,0.0,6,
88000,AAA Battery Box,2011,Power Functions,Technical,Accessories,1,,3.6,7,12.99
88002,Train Motor,2011,Power Functions,Technical,Trains,7,,3.8,7,13.99
853106,Ninjago Battle Arena,2011,Ninjago,Action/Adventure,Spinners,8,1,0.0,6,19.99
853111,Ninjago Weapons Set + Lenticular Card,2011,Ninjago,Action/Adventure,Booster Pack,26,1,0.0,6,
853176,Skeleton Mummy Battle Pack,2011,Pharaoh's Quest,Historical,Miscellaneous,29,3,3.5,6,14.99
853195,Brick Calendar,2011,Miscellaneous,Miscellaneous,Accessories,120,2,3.9,,14.99
853219,Pirates of the Caribbean Battle Pack,2011,Pirates of the Caribbean,Licensed,Miscellaneous,30,5,4.1,6,14.99
853301,Alien Conquest Battle Pack,2011,Space,Action/Adventure,Alien Conquest,31,5,3.6,6,14.99
853340,Minifigure Wedding Favour Set,2011,Miscellaneous,Miscellaneous,,24,2,3.6,6,7.99
853344,Holiday Bauble with Red Bricks,2011,Seasonal,Miscellaneous,Christmas,30,,0.0,6,7.99
853345,Holiday Bauble with Gold Bricks,2011,Seasonal,Miscellaneous,Christmas,40,,3.8,6,7.99
853346,Holiday Bauble with Green Bricks,2011,Seasonal,Miscellaneous,Christmas,36,,0.0,6,7.99
2852724,Accelerometer Sensor,2011,Mindstorms,Technical,NXT,1,,0.0,,54.99
2852725,Infrared Seeker,2011,Mindstorms,Technical,NXT,1,,0.0,,49.99
2852726,Gyroscopic Sensor,2011,Mindstorms,Technical,NXT,1,,0.0,,54.99
2853216,Infrared Link Sensor,2011,Mindstorms,Technical,NXT,1,,0.0,10,54.99
2856079,Creationary Booster Pack,2011,Games,Miscellaneous,Creationary,10,,0.0,7,3.99
2856134,Ninjago Card Shrine,2011,Ninjago,Action/Adventure,Promotional,98,,0.0,,6.99
2856197,Shadow ARF Trooper,2011,Star Wars,Licensed,Promotional,5,1,4.3,6,
2856461,Target Dog 2011,2011,Promotional,Miscellaneous,Target,48,,0.0,6,
2856745,Heroica Character Cards,2011,Games,Miscellaneous,Heroica,22,,0.0,,
3300001,Brickley,2011,Promotional,Miscellaneous,LEGO brand stores,197,,0.0,8,
3300002,Holiday Set 2 of 2 ,2011,Seasonal,Miscellaneous,Christmas,117,1,3.6,,
3300005,Copenhagen,2011,Promotional,Miscellaneous,LEGO brand store opening set,56,,0.0,,
3300006,London Bus,2011,Promotional,Miscellaneous,LEGO brand store opening set,117,,0.0,,
3300020,Holiday Set 1 of 2 ,2011,Seasonal,Miscellaneous,Christmas,98,1,3.4,,
4000001,Moulding Machines,2011,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,795,,0.0,10,
4000002,LOM 2011 Moulding,2011,Miscellaneous,Miscellaneous,LEGO internal,174,,0.0,,
4636204,Ninjago promotional item,2011,Ninjago,Action/Adventure,Promotional,11,,0.0,6,
4648939,Gold Dice,2011,Games,Miscellaneous,Promotional,8,,0.0,6,
BEACHWOOD,Beachwood Exclusive Minifigure Pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
BRICKJOURNAL013,BrickJournal Issue 13,2011,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL014,BrickJournal Issue 14,2011,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL015,BrickJournal Issue 15,2011,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL016,BrickJournal Issue 16,2011,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
COMCON013,Green Lantern,2011,DC Comics Super Heroes,Licensed,Promotional,5,1,0.0,,
COMCON014,Batman,2011,DC Comics Super Heroes,Licensed,Promotional,6,1,0.0,,
COMCON015,LEGO Star Wars Advent Calendar (SDCC 2011 exclusive),2011,Star Wars,Licensed,Seasonal,266,,0.0,,
COMCON016,Green Lantern,2011,DC Comics Super Heroes,Licensed,Promotional,6,1,0.0,,
COMCON017,Superman,2011,DC Comics Super Heroes,Licensed,Promotional,6,1,0.0,,
COMCON018,Batman,2011,DC Comics Super Heroes,Licensed,Promotional,6,1,0.0,,
HERCCIT,Heroica Event Character Cards,2011,Games,Miscellaneous,Heroica,,,0.0,,
HPSDCC1,Harry Potter Minifigure,2011,Harry Potter,Licensed,Promotional,5,,0.0,,
HPWAND,Wand,2011,Harry Potter,Licensed,Promotional,26,,0.0,,
INDIANAPOLIS,Castleton Square  Exclusive Minifigure pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
ISBN9780756682576,LEGO Harry Potter: Building the Magical World,2011,Books,Miscellaneous,Dorling Kindersley,4,,3.9,6,18.99
ISBN9780756682767,LEGO Ninjago: Brickmaster,2011,Books,Miscellaneous,Dorling Kindersley,154,,3.5,6,
ISBN9780756686062,The LEGO Ideas Book,2011,Books,Miscellaneous,Dorling Kindersley,,,3.8,,24.99
ISBN9780756686970,LEGO Star Wars: Character Encyclopedia,2011,Books,Miscellaneous,Dorling Kindersley,4,1,3.9,7,18.99
ISBN9781405356237,LEGO City: Brickmaster,2011,Books,Miscellaneous,Dorling Kindersley,138,,3.7,5,
ISBN9781463518974,The Unofficial LEGO Minifigure Catalog: 1st Edition,2011,Books,Miscellaneous,CreateSpace/Bartneck,,,0.0,,
ISBN9781593273910,The Cult of LEGO,2011,Books,Miscellaneous,No Starch Press,,,0.0,,
ISBN9783935976640,LEGO Collector 2nd Edition,2011,Books,Miscellaneous,Fantasia Verlag GmbH,,,0.0,,
LIVERPOOL,"Liverpool, UK Exclusive Minifigure Pack",2011,Promotional,Miscellaneous,LEGO brand store opening set,12,3,0.0,,
LLCA53,Han Solo on his Tauntaun,2011,Promotional,Miscellaneous,LEGOLAND,336,,0.0,,
LONETREE,Lone Tree Exclusive Minifigure Pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
M1089065,Christmas,2011,Miscellaneous,Miscellaneous,Muji,120,,0.0,6,
M1089072,Basic,2011,Miscellaneous,Miscellaneous,Muji,64,,0.0,6,
M1089089,Animal and Vehicle,2011,Miscellaneous,Miscellaneous,Muji,196,,0.0,6,
M1089096,Move,2011,Miscellaneous,Miscellaneous,Muji,109,,0.0,6,
M8785452,Transparent,2011,Miscellaneous,Miscellaneous,Muji,120,,0.0,6,
M8785469,Christmas,2011,Miscellaneous,Miscellaneous,Muji,120,,0.0,6,
M8785476,Sea,2011,Miscellaneous,Miscellaneous,Muji,91,,0.0,6,
M8785483,Circus,2011,Miscellaneous,Miscellaneous,Muji,91,,0.0,6,
M8785490,Animals,2011,Miscellaneous,Miscellaneous,Muji,127,,0.0,6,
M8785506,Paper,2011,Miscellaneous,Miscellaneous,Muji,127,,0.0,,
M8785612,Hole punch,2011,Miscellaneous,Miscellaneous,Muji,2,,0.0,,
MISSIONVIEJO,Mission Viejo Exclusive Minifigure Pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
MMMB033,Polar Bear,2011,Promotional,Miscellaneous,Monthly Mini Model Build,45,,0.0,,
MMMB034,Skier,2011,Promotional,Miscellaneous,Monthly Mini Model Build,43,,0.0,,
MMMB035,Bird,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB036,Watering Can,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB037,Flower,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB038,Graduate,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB039,Lighthouse,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB040,Chair,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB041,Scarecrow,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB042,Dracula,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB043,Acorn,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB044,Turkey,2011,Promotional,Miscellaneous,Monthly Mini Model Build,,,0.0,,
MMMB045,Nutcracker Toy Soldier,2011,Promotional,Miscellaneous,Monthly Mini Model Build,35,,0.0,,
PLEASANTON,Pleasanton Exclusive Minifigure Pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
PROMOSW007,Star Wars Miniland Figures (Toy Fair 2011 Collector's Party) ,2011,Star Wars,Licensed,Promotional,140,,0.0,,
SANDIEGO,Fashion Valley  Exclusive Minifigure Pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
SDCC2011,Voldemort,2011,Harry Potter,Licensed,Promotional,5,,0.0,,
SUNRISE,Sunrise Exclusive Minifigure Pack,2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
TORONTO,"Sherway Square, Toronto, Canada Exclusive Minifigure Pack",2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
TORONTO,"Fairview Mall, Toronto, Canada Exclusive Minifigure Pack",2011,Promotional,Miscellaneous,LEGO brand store opening set,15,3,0.0,,
TORQUE,Rod 'Torque' Redline,2011,Cars,Licensed,Promotional,29,,0.0,,
3061,City Park Cafe,2012,Friends,Modern day,Heartlake City,222,2,3.6,6,34.99
3063,Heartlake Flying Club,2012,Friends,Modern day,General,195,1,3.2,6,19.99
3065,Olivia's Tree House,2012,Friends,Modern day,Tree Houses,191,1,3.5,6,19.99
3183,Stephanie's Cool Convertible,2012,Friends,Modern day,Traffic,130,1,3.5,6,14.99
3184,Adventure Camper,2012,Friends,Modern day,Great Outdoors,309,2,3.5,6,34.99
3185,Summer Riding Camp,2012,Friends,Modern day,Horseback Riding,1112,4,3.9,7,99.99
3186,Emma's Horse Trailer,2012,Friends,Modern day,Horseback Riding,218,1,3.5,6,24.99
3187,Butterfly Beauty Shop,2012,Friends,Modern day,Heartlake City,221,2,3.6,6,24.99
3188,Heartlake Vet,2012,Friends,Modern day,Heartlake City,343,2,3.5,6,44.99
3189,Heartlake Stables,2012,Friends,Modern day,Horseback Riding,401,2,3.8,6,49.99
3315,Olivia's House,2012,Friends,Modern day,Houses,695,3,3.6,6,74.99
3316,LEGO Friends Advent Calendar,2012,Friends,Modern day,Seasonal,212,2,2.9,5,
3817,The Flying Dutchman,2012,SpongeBob SquarePants,Licensed,,241,3,3.9,6,24.99
3818,Bikini Bottom Undersea Party,2012,SpongeBob SquarePants,Licensed,,471,4,3.8,6,49.99
3863,Kokoriko,2012,Games,Miscellaneous,,115,,3.5,6,
3864,Mini-Taurus,2012,Games,Miscellaneous,Minotaurus,165,4,0.0,7,
3865,City Alarm,2012,Games,Miscellaneous,,247,6,3.8,6,19.99
3866,Star Wars: The Battle of Hoth,2012,Games,Miscellaneous,Licensed,305,32,3.9,8,
3867,Maya Mystica,2012,Games,Miscellaneous,,,,0.0,7,
3868,Phineas and Ferb,2012,Games,Miscellaneous,Licensed,281,,0.0,,
3874,Ilrion,2012,Games,Miscellaneous,Heroica,240,8,4.0,8,19.99
3920,The Hobbit: An Unexpected Journey,2012,Games,Miscellaneous,Licensed,394,4,3.9,7,34.99
3930,Stephanie's Outdoor Bakery,2012,Friends,Modern day,Baking,45,1,3.5,5,6.99
3931,Emma's Splash Pool,2012,Friends,Modern day,Summer,43,1,3.8,5,5.99
3932,Andrea's Stage,2012,Friends,Modern day,Music,87,1,3.3,5,9.99
3933,Olivia's Invention Workshop,2012,Friends,Modern day,Science,81,1,3.6,5,9.99
3934,Mia's Puppy House,2012,Friends,Modern day,Pets,64,1,3.2,5,9.99
3935,Stephanie's Pet Patrol,2012,Friends,Modern day,Pets,73,1,3.5,5,9.99
3936,Emma's Fashion Design Studio,2012,Friends,Modern day,Art,79,1,3.6,5,9.99
3937,Olivia's Speedboat,2012,Friends,Modern day,Beach,65,1,3.2,5,9.99
3938,Andrea's Bunny House,2012,Friends,Modern day,Pets,62,1,3.4,5,9.99
3939,Mia's Bedroom,2012,Friends,Modern day,Bedrooms,85,1,3.2,5,9.99
3942,Heartlake Dog Show,2012,Friends,Modern day,Pets,183,1,0.0,5,19.99
4200,Mining 4x4,2012,City,Modern day,Mining,102,1,3.8,5,11.99
4201,Loader and Tipper,2012,City,Modern day,Mining,139,2,3.6,5,17.99
4202,Mining Truck,2012,City,Modern day,Mining,269,1,3.8,5,34.99
4203,Excavator Transporter,2012,City,Modern day,Mining,305,2,3.7,5,39.99
4204,The Mine,2012,City,Modern day,Mining,748,4,4.2,6,99.99
4205,Off-road Command Centre,2012,City,Modern day,Forest Police,403,3,4.1,5,39.99
4206,Recycling Truck,2012,City,Modern day,Great Vehicles,297,3,3.9,5,29.99
4207,City Garage,2012,City,Modern day,Town,933,5,4.1,6,119.99
4208,Fire Truck,2012,City,Modern day,Forest Fire,243,1,3.8,5,19.99
